CustomerID,Churn,Age,Gender,Region,Education,CustomerSegment,ContractLength,ContractStartDate,PlanType,TenureMonths,MonthlyValue,PaymentMethod,PaymentDelinquencyStatus,IncomeTier,AutoPay
15191,0,71.0,Female,,Bachelors,Platinum,Two year,2023-06-28,Basic,79.0,171.17,Bank Transfer,Current,High,Yes
34818,1,20.0,Female,Central,Masters,Platinum,Month-to-month,2023-09-02,STANDARD,73.0,197.51,Credit Card,Current,High,no 
31055,1,55.0,Female,Central,High School,Bronze,One year,2024-10-07,Standard,34.0,194.57,Crypto,Current,High,Yes
49115,0,57.0,Female,South,PhD,Silver,Month-to-month,2023-03-26,Premium,88.0,101.99,Mailed Check,Current,Low,N
48559,0,56.0,Female,West,HS,Bronze,3-Year,2023-10-10,Premium,69.0,168.3,electronic check,Current,Low,Yes
6463,0,45.0,Male,South,Bachelors,Gold,Month-to-month,2023-08-17,Premium,74.0,43.76,Credit Card,Current,Low,No
49410,0,34.0,Male,EAST,Masters,Diamond,3-Year,2023-06-13,Premium,81.0,105.165,Electronic Check,Current,Low,No
32304,0,60.0,Male,North,Diploma,Bronze,3-Year,2024-10-29,Ultra,32.0,155.41,cash,Current,Low,Yes
1562,0,18.0,Female,Central,Masters,Gold,One year,2023-05-14,Standard,84.0,29.57,paypal,30+,High,No
8661,1,72.0,Male ,East,Diploma,Bronze,3-year,2022-08-24,Basic,109.0, 198.03 ,cash,30+,High,No
38308,1,49.0,Female,Central,Masters,Bronze,Two year,2023-01-27,STANDARD,94.0, 105.165 ,cash,Current,Low,Yes
19328,0,27.0,Female,East,Masters,Silver,Two year,2024-01-29,Basic,58.0,124.25,Electronic Check,Current,High,No
14370,1,72.0,Female,West,Diploma,Bronze,3-Year,2022-10-29,Basic,102.0,120.73,Crypto,Current,High,Yes
7913,0,39.0,Female,West,Bachelors,Silver,Two year,2023-10-10,Basic,69.0,56.47,Electronic Check,Current,High,No
8106,0,52.0,Male,North,HS,Bronze,Month-to-month,2024-09-08,Standard,37.0, 28.05 ,Electronic Check,Current,High,Yes
31149,0,23.0,Female,North,Masters,Gold,Two year,2022-08-10,ULTRA,110.0,€124.18,Mailed Check,Current,Low,No
21770,0,46.0,Male,Central,Bachelors,Gold,Month-to-month,2023-09-16,Ultra,71.0,21.54,Mailed Check,Current,Medium,Yes
27379,0,53.0,Female,South,Diploma,Platinum,Month-to-month,2024-03-28,Ultra,53.0,105.165,Crypto,Current,Very High,Yes
42636,1,62.0,Male,Central,Masters,Bronze,3-Year,2022-07-02,Basic,114.0,40.87,CreditCard,Current,Very High,No
17187,0,40.0,Female,West,Bachelors,Bronze,One year,2018-01-19,STANDARD,269.9588965,79.39,Bank Transfer,Current,Very High,No
28818,0,47.0,Female,Central,Diploma,Silver,One year,2024-01-01,STANDARD,61.0,$177.06,cash,Current,Medium,Yes
21128,1,58.0,Male,North, PhD,Platinum,3-Year,2025-09-29,Ultra,0.0,158.6,Crypto,Current,Low,No
6454,0,69.0,Female,Central,Bachelors,Bronze,month-to-month,2022-05-21,Basic,118.0, 72.04 ,Crypto,Current,High,Yes
40315,0,74.0,Female,south,Bachelors,Gold,Two year,2025-03-14,Basic,20.0,89.49,Electronic Check,Current,Low,Yes
22840,1,61.0,Female,West,PhD,Silver,Month-to-month,2022-12-31,Basic,96.0,105.165,PayPal,90+,Low,No
14880,0,49.0,F,East,diploma,Diamond,Month-to-month,2022-10-30,Standard,103.0,157.74,Mailed Check,Current,Medium,Yes
38212,0,22.0,FEMALE,East,High School,Platinum,3-Year,2022-05-27,Premium,117.0,$21.56,CC,Current,High,No
9392,0,74.0,Male,Central,Diploma,Diamond,3-Year,2025-03-01,STANDARD,20.0,67.44,cash,Current,High,No
25810,0,26.0,Female,Central,Masters,Gold,Two year,2025-08-23,Premium,4.0,108.73,Bank Transfer,Current,Low,Yes
37818,0,49.0,Male,South ,Bachelors,Silver,Two year,2022-08-15,Basic,110.0,195.46,Credit Card,Current,Low,Yes
12627,0,46.0,Male,Central,Bachelors,Silver,Month-to-month,2025-01-12,STANDARD,25.0,€105.17,Bank Transfer,Current,High,no
5028,0,35.0,Male,North,Diploma,Silver,3-Year,2023-01-31,Ultra,93.0,71.72,Electronic Check,Current,Low,No
7130,0,49.0,Female,South,High School,Bronze,Two year,2025-02-25,Premium,21.0,110.21,Crypto,Current,Very High,No
43097,0,64.0,Male,South,Diploma,Gold,Two year,2025-04-01,Premium,17.0,91.11,Mailed Check,Current,Low,no
20884,0,47.0,Female,North,High School,Bronze,Month-to-month,2022-08-07,Basic,111.0,110.73,Electronic Check,Current,Medium,Yes
9664,1,76.0,Male,Central,Diploma,Gold,MTM,2022-05-09,Premium,119.0,94.03,Mailed Check,60+,Low,yes
1557,0,57.0,Male,West,PhD,Silver,Month to month,2023-05-06,Premium,84.0,139.77,Crypto,Current,Very High,No
8079,1,41.0,Male,Central,Bachelors,Bronze,Month-to-month,2025-04-13,STANDARD,16.0,131.14,cash,30+,Low,No
46349,0,62.0,Female,West,High School,Bronze,Two year,2023-04-23,STANDARD,86.0,91.71,Crypto,Current,Low,No
25477,0,75.0,Female,South,Masters,Bronze,Two year,2024-01-21,Standard,59.0,178.04,PayPal,Current,High,No
11622,0,49.0,Female,East,PhD,Platinum,3-Year,2025-02-14,Basic,22.0,25.09,Credit Card,Current,Low,No
24038,1,53.0,Female,East ,Ph.D.,Bronze,3-Year,2024-12-26,Ultra,27.0,35.27,Crypto,Current,Low,No
19211,0,34.0,Female,West,PhD,Bronze,3-Year,2023-09-27,Basic,71.0,105.165,Credit Card,Current,Medium,Yes
42368,0,21.0,Female,West,Diploma,Gold,3-Year,2023-01-10,Standard,95.0,56.99,Electronic Check,Current,High,No
17354,0,51.0,male,South,Diploma,Gold,3-Year,2024-06-04,Basic,47.0,153.17,Credit Card,Current,Low,No
13061,0,35.0,Female,East,phd,Bronze,1 year,2024-09-24,BASIC,36.0,147.4,Crypto,Current,High,No
18002,0,53.0,Male,West,PhD,Gold,One year,2024-02-18,Ultra,57.0,148.61,Mailed Check,Current,Low,No
29171,0,23.0,Male,Central,Diploma,Platinum,Month-to-month,2023-03-03,Standard,90.0,57.39,cash,Current,Very High,Yes
4639,0,49.0,Female,South,Bachelors,Gold,One year,2023-06-07,Ultra,81.0,82.71,Electronic Check,Current,Medium,Yes
5619,0,40.0, Female,South,Diploma,Bronze,One year,2025-05-05,Standard,14.0,105.165,Credit Card,Current,Medium,No
18786,0,41.0,Male,West,Diploma,Diamond,3-year,2024-05-23,Premium,48.0,120.69,,Current,High,Yes
35653,1,18.0,Male,Central,,Gold,Month-to-month,2024-12-12,premium,28.0, 166.97 ,Crypto,Current,High,No
2853,0,49.0,Male,West,High School,Bronze,One year,2025-04-28,Standard,15.0,158.97,Crypto,Current,Low,No
4095,0,45.0,Female,Central,Dip,Silver,One year,2024-06-05,Ultra,46.0,32.08,cash,Current,High,No
16700,0,29.0,Female,West,Diploma,Silver,Month-to-month,2024-11-18,Premium,30.0,27.04,PayPal,Current,Very High,No
11659,1,50.0,Female,Central,Masters,Platinum,Month-to-month,2023-05-06,Premium,85.0,101.44,Crypto,60+,Low,no
1415,0,79.0,Male,Central,PhD,Platinum,Month-to-month,2021-10-31,Basic,137.0,105.165,Crypto,60+,High,No
23993,0,49.0,Female ,East,PhD,Platinum,One year,2023-12-31,Basic,62.0,68.75,cash,Current,Low,Yes
11662,0,67.0,Female,West,Masters,Silver,Month-to-month,2024-06-19,Basic,45.0,13.94,Mailed Check,30+,Low,No
22782,1,50.0,Male,Central,PhD,Gold,3-Year,2025-10-05,STANDARD,0.0,76.23,Electronic Check,30+,Medium,No
44299,0,,Female,Central,PhD,Silver,Month-to-month,2023-11-27,Premium,65.0,105.165,Electronic Check,Current,Low,No
5138,1,77.0,Female,South,PhD,Bronze,Month-to-month,2025-03-10,Basic,20.0,122.49,Electronic Check,Current,Low,No
26938,1,40.0,Male,West,Bachelors,Bronze,Monthly,2024-07-19,Standard,42.0,156.32,Crypto,Current,Low,No
48176,0,26.0,Male,West,Bachelors,Silver,Month-to-month,2025-06-12,STANDARD,,84.72,cash,Current,Low,No
19486,0,54.0,Female,North,Masters,Bronze,One year,2024-08-18,Basic,39.0,186.62,Electronic Check,30+,Low,Yes
6043,0,66.0,Female,East,Diploma,Gold,3-Year,2023-02-06,Basic,93.0,113.86,cash,Current,Low,No
30422,0,65.0,Female,South,High School,Bronze,36 months,2022-07-27,Basic Plan,112.0,139.78,Electronic Check,Current,Medium,Yes
25316,0,58.0,Male,North,Masters,Bronze,3-Year,2023-09-08,Basic,72.0,152.96,Bank Transfer,120+,High,Yes
24317,1,22.0,Female,North,High School,Gold,Month-to-month,2023-09-25,Standard,71.0,154.56,Electronic Check,Current,Low,Yes
39986,0,62.0,Female,East,Bachelors,Gold,One year,2025-03-09,standard,20.0,12.58,cash,60+,Low,Yes
25976,1,53.0,Female,East,PhD,Bronze,Month-to-month,2023-04-16,Basic,86.0,112.14,Electronic Check,60+,Medium,No
29738,0,70.0,Male,North,Diploma,Diamond,Month-to-month,2023-11-26,Basic,65.0,61.85,PayPal,30+,Low,Yes
13043,1,50.0,Male,Central,Masters,Bronze,Month-to-month,2025-05-26,Ultra,13.0,179.39,Credit Card,30+,High,No
14365,1,74.0,Male,West,Diploma,Silver,Month-to-month,2022-09-13,Standard,107.0,192.22,Mailed Check,30+,Low,Yes
37466,0,69.0,Male,West,Diploma,Silver,One year,2023-09-26,Premium,70.0,$105.17,cash,Current,Low,No
18583,0,49.0,Male,South,Bachelors,Silver,Two year,2025-06-18,Premium,10.0,120.53,Crypto,60+,High,No
49382,0,51.0,Male,South,High School,Platinum,Two year,2023-08-30,STANDARD,73.0,$105.17,Electronic Check,Current,High,No
20836,0,38.0,Female,West,Bachelors,Diamond,One year,2024-07-09,STANDARD,43.0,24.68,Bank Transfer,Current,Medium,No
46148,0,75.0,Female,Central,Diploma,Gold,3-Year,2023-03-23,Ultra,89.0,$118.83,Mailed Check,Current,Low,Yes
47084,0,48.0,Female,West,PhD,Gold,two year,2023-03-09,Basic,90.0,19.92,Credit Card,Current,Medium,Yes
38775,0,44.0,Female,East,Bachelors,Platinum,One year,2022-05-06,Standard,119.0,100.89,Mailed Check,Current,Low,No
8023,0,58.0,Female,North,DIPLOMA,Silver,Two year,2025-01-20,Standard,25.0,169.39,Mailed Check,Current,Low,no 
21860,0,67.0,Male,West,PhD,Diamond,3-Year,2023-06-03,Basic,82.0,84.99,Crypto,Current,Low,No
3714,0,21.0,Male,South,diploma,Diamond,Month-to-month,2022-08-14,Basic,110.0, 131.8 ,Bank Transfer,Current,Low,No
42014,0,67.0,Male,South,Masters,Silver,Two year,2025-06-11,Basic,11.0,50.28,Bank Transfer,Current,Low,Yes
21727,1,29.0,Male,WEST,Bachelors,Silver,One year,2023-08-15,STANDARD,74.0,68.74,PayPal,Current,Low,Yes
38662,0,55.0,Male,Central,High School,Gold,Month-to-month,2024-08-07,STANDARD,41.0,166.52,Mailed Check,Current,Low,Yes
37722,0,61.0,Female,East,Diploma,Bronze,Month-to-month,2024-01-04,STANDARD,61.0,50.43,Credit Card,30+,Medium,N
1669,0,47.0,Male,west,Bachelors,Silver,3-Year,2024-11-07,Premium,32.0,196.43,Mailed Check,Current,Low,Yes
29839,0,79.0,Male,East,Diploma,Gold,One year,2024-08-25,Premium,38.0,115.91,Electronic Check,Current,Very High,Yes
7613,0,27.0, Male,South,diploma,Diamond,Two year,2025-04-24,Ultra,16.0,46.49,PayPal,Current,High,No
19944,0,47.0,Male,North,High School,Silver,One year,2023-07-13,Basic,78.0,23.8,CC,30+,Low,No
7618,1,64.0,Male,South,High School,Silver,One year,2025-01-22,Ultra,24.0,62.76,Mailed Check,90+,Very High,No
49363,0,51.0,Female,Central,Diploma,Bronze,Month-to-month,2025-05-06,Basic,14.0,149.46,Electronic Check,Current,Very High,No
27921,0,79.0,Male,West,Masters,Silver,Month-to-month,2024-10-14,Standard,34.0,161.38,Crypto,Current,Low,Yes
2815,0,64.0,Male,West,Diploma,Silver,Month to month,2022-12-17,Basic,98.0,82.00,Mailed Check,Current,High,No
16162,0,28.0,Male,West,Diploma,Bronze,Two year,2023-01-27,Basic,94.0,117.58,cash,120+,High,Yes
720,0,25.0,Male, West,Bachelors,Diamond,Month-to-month,2024-12-07,Std,29.0, 15.18 ,Crypto,30+,Low,No
45171,0,36.0,Male,East,PhD,Bronze,Month-to-month,2024-12-08,Standard,29.0,137.18,CreditCard,Current,High,No
43700,1,49.0, Male,South,HS, Silver ,Month-to-month,2022-06-10,Premium,116.0,198.37,Crypto,Current,  Low,Yes
6581,1,46.0,Male,South,High School,Bronze,Month-to-month,2024-04-21,standard,51.0,143.8,PayPal,30+,Medium,No
21104,0,30.0,Male,North,Bachelors,Bronze,Month-to-month,2022-08-25,Standard,109.0,€23.51,Crypto,Current,Low,Yes
43137,0,63.0,female,North,Masters,Bronze,3 year,2024-08-09,Premium,40.0, 22.31 ,Bank Transfer,Current,Low,No
35402,0,41.0,Female,North,Masters,Bronze,Two year,2024-09-05,Standard,37.0,139.39,Credit Card,Current,Low,No
1777,0,47.0,Female ,WEST,Masters,Bronze,Month-to-month,2024-04-17,Standard,51.0,82.46,Bank Transfer,Current,Low,No
22127,0,60.0,Female,Central,Bachelors,Bronze,One year,2023-06-16,STANDARD,81.0,€157.97,Crypto,Current,Medium,No
13217,1,71.0,Male,North,PhD,Bronze,3 year,2024-10-29,Basic,33.0,13.79,cash,60+,Low,Yes
33995,0,74.0,Female,West,Bachelors,Gold,Two year,2024-08-25,STANDARD,38.0,182.86,PayPal,Current,Low,No
1648,1,49.0,Male,West,Diploma,Gold,MTM,2024-12-17,STANDARD,28.0,147.75,Crypto,90+,Medium,No
21946,0,68.0,Female,South,PhD  ,Bronze,3-Year,2022-05-25,Ultra,118.0, 46.77 ,Credit Card,Current,Medium,Yes
16267,0,41.0,Male,North ,Diploma,Bronze,Two year,2023-06-29,Basic,79.0,86.45,cash,Current,High,no 
44495,0,49.0,Female,East,Bachelors,Bronze,Month to month,2025-08-20,Standard,4.0,125.21,Mailed Check,Current,Low,No
33952,0,60.0,Male,Central,Masters,Gold,Month to month,2025-07-09,Ultra,8.0,120.99,Crypto,Current,Low,Yes
2807,0,60.0,Male,South,Masters,Gold,3-Year,2023-09-05,STANDARD,73.0,115.84,cash,Current,Medium,Yes
31279,0,48.0,Female,North ,High School,Diamond,Two year,2022-06-16,STANDARD,116.0,22.5,Crypto,Current,High,No
22402,0,25.0,F,West,High School,Silver,One year,2025-02-19,Standard,21.0,13.68,Mailed Check,30+,High,Yes
40478,1,75.0,Male,East,Diploma,Bronze,Month-to-month,2023-11-27,Premium,65.0,135.98,PayPal,Current,Low,Yes
14252,0,63.0,Female,west,Diploma,Platinum,One year,2024-07-19,basic,42.0,0.13898,PayPal,30+,Medium,Yes
45803,0,51.0,Male,North,Bachelors,Bronze,Month-to-month,2024-12-22,STANDARD,27.0,124.99,bank transfer,Current,High,No
28060,0,75.0,Male,Central,Bachelors,Silver,Month-to-month,2023-06-29,STANDARD,79.0,165.08,Electronic Check,Current,Very High,No
4569,1,55.0,M ,North,Diploma,Gold ,Two year,2025-01-17,Premium,25.0,192.82,Credit Card,30+,  High,No
13195,0,64.0,Female,South,PhD,Silver,Two year,2025-06-23,Basic,10.0,$105.17,PayPal,Current,Medium,False
18874,0,35.0,Female,West,Diploma,Gold,Month-to-month,2024-03-06,Premium,55.0,68.7,Bank Transfer,Current,Low,Yes
32624,1,21.0,Male,north,Diploma,Gold,3-Year,2024-10-28,Ultra,32.0, 151.68 ,Mailed Check,30+,Medium,Yes
11184,0,74.0,Female,West,High School,Platinum,12 months,2025-09-16,STANDARD,1.0, 86.81 ,Bank Transfer,Current,Low,Yes
24341,0,49.0,Male,Central,Masters,Silver,Monthly,2023-02-21,Standard,92.0,$83.75,PayPal,Current,Low,Yes
49853,0,62.0,Male,West,Masters,Silver,Two year,2023-04-03,Premium,88.0,198.57,Credit Card,Current,Low,No
32604,0,31.0,Female,West,Bachelors,Silver,One year,2024-01-30,Basic,58.0,86.18,PayPal,60+,Very High,No
28976,0,61.0,Female,North,Masters,Silver,Two year,2023-05-27,Premium,82.0,123.11,cash,60+,Low,No
43319,0,49.0,Female,Central,PhD,Bronze,Month-to-month,2023-04-13,STANDARD,86.0,158.85,Bank Transfer,Current,High,Yes
35595,0,54.0,Male,Central,phd,Gold,One year,2023-02-19,Std,92.0,105.165,Credit Card,Current,Low,Yes
30519,0,46.0,Female,North,PhD,Platinum,Month-to-month,2024-04-17,Premium,51.0,141.92,Mailed Check,Current,High,No
47656,0,29.0,Female,North,,Bronze,3-Year,2024-03-15,Premium,54.0,17.58,PayPal,Current,High,Yes
5520,1,34.0,MALE,East,Diploma,Diamond,Month-to-month,2025-07-08,Basic,8.0,193.7,Credit Card,90+,Low,Yes
40726,1,49.0,Female,South,Bachelors,Platinum,Two year,2024-01-06,Standard,61.0,150.83,Electronic Check,60+,Very High,Yes
3963,1,34.0,Male,North,Bachelors,Bronze,Monthly,2022-09-29,Basic,106.0,75.05,cash,Current,Low,Yes
13579,0,22.0,Male ,North,Bachelors,Silver,Month-to-month,2022-12-13,Standard,98.0,171.24,Crypto,Current,Medium,Yes
6267,0,,Female,East,Bachelors,Platinum,One year,2022-09-04,Basic,108.0,105.165,cash,Current,Low,No
48971,1,32.0,FEMALE, West,High School,Platinum,One year,2023-02-26,Standard,91.0,10.36,Crypto,Current,Medium,No
42979,1,70.0,Male,North,Bachelors,Platinum,One year,2023-11-07,Basic,66.0,63.26,Credit Card,60+,Low,Yes
40145,0,65.0,Male,West,Masters,Platinum,Month-to-month,2023-02-27,Standard,91.0,197.24,PayPal,Current,Medium,Yes
39725,0,65.0,Male,Central  ,Diploma,Bronze,Two year,2024-10-29,STANDARD,32.0,145.15,Crypto,Current,Medium,Yes
34768,0,,Female,East,Diploma,Gold,Month-to-month,2024-07-05,Standard,44.0,105.165,Mailed Check,Current,Low,Yes
46952,0,22.0,Male,North,High School,Gold,Two year,2024-12-01,Basic,29.0,65.74,Credit Card,Current,Low,No
28966,0,71.0,Female ,East,Masters,Silver,Two year,2022-07-25,Standard,111.0,$142.23,,Current,High,Yes
34584,0,30.0,M,North,High School,Silver,M2M,2024-06-25,Standard,45.0,85.43,Credit Card,Current,Low,Yes
10161,1,51.0,Male,East,Diploma,Bronze,One year,2023-05-06,Basic,85.0,188.54,Electronic Check,Current,High,Yes
21294,0,21.0,Male,South  ,Diploma,Silver,Two year,2024-02-27,Standard,56.0,27.46,Mailed Check,Current,Low,Yes
30569,0,75.0,Male,South,Diploma,Bronze,One year,2024-01-31,Basic,59.0,163.99,Bank Transfer,Current,Low,No
28033,0,25.0,Female ,East,Masters,Gold,Month-to-month,2024-10-30,Basic,32.0,$72.79,,Current,High,Yes
18567,1,79.0,Female,Central,High School,Bronze,3-Year,2025-04-13,Standard,16.0,167.13,Crypto,60+,High,No
24531,1,27.0,Male,,High School,Gold,Month-to-month,2024-12-15,STANDARD,28.0,113.96,Electronic Check,Current,High,Yes
27134,0,25.0,Male,North,Diploma,Platinum,24 months,2024-08-14,Basic,40.0,16.02,Electronic_Check,Current,Low,No
9229,0,57.0,Female,North,High School,Bronze,3-Year,2023-08-23,Ultra,74.0,43.79,BankTransfer,30+,Low,No
11258,0,79.0,Female,Central,Dip,Silver,Two year,2022-06-27,Premium,114.0,15.04,cash,Current,Low,no 
038295,1,54.0,female,West,Diploma,Gold,1 year,2024-01-12,Ultra,61.0,177.57,Bank Transfer,Current,Medium,Yes
26943,0,64.0,Male,East,Masters,Silver,one year,2022-10-01,Standard,105.0,114.84,Bank Transfer,Current,Very High,Yes
22283,0,35.0,Female,North,Diploma,Gold,Two year,2023-03-06,Standard,90.0,68.71,Credit Card,Current,Medium,Yes
35283,1,36.0,Male,South,High School,Bronze,Two year,2025-03-27,Basic,18.0, 113.95 ,Credit Card,Current,High,No
351,1,67.0,Female,South,PhD,Bronze,1 year,2025-04-22,STANDARD,16.0,141.8,Bank Transfer,60+,High,Yes
31474,0,77.0,Female  ,Central,High School,Gold  ,One year,2023-12-22,Premium,62.0,101.16,Credit Card,Current,High ,No
45189,0,55.0,Female,Central,High School,Silver,Two year,2025-06-05,Standard,12.0,162.93,Credit Card,Current,Low,No
45840,0,21.0,Male,South,PhD,Silver,1-year,2023-03-12,Basic,90.0,88.89,Electronic Check,Current,Medium,No
29040,1,21.0,Male,South,PhD,Platinum,One year,2025-06-04,Premium,11.0,105.165,Electronic Check,Current,Very High,Yes
890,0,18.0,Female,Central,Diploma,Silver,One year,2024-12-21,Standard,27.0,165.47,CC,Current,Medium,Yes
7308,0,40.0,Female,East,Bachelors,Gold,Two year,2024-06-06,Ultra,47.0,56.31,Credit Card,Current,High,No
20095,0,74.0,Female,South,HS,Platinum,Month-to-month,2024-08-25,Basic,39.0,105.17,Crypto,Current,Medium,Yes
46160,1,48.0,Female,Central,Bachelors,Bronze,One year,2024-03-01,Basic,5600.0,41.31,cash,30+,Very High,Yes
41056,0,79.0,Male,Central,Ph.D.,Platinum,One year,2025-09-15,STANDARD,2.0, 171.91 ,Bank Transfer,Current,Medium,No
6724,0,31.0,Male,West,PhD,Gold,Month-to-month,2024-02-29,Premium,56.0,76.22,Bank Transfer,Current,Very High,Yes
32883,0,62.0,Female,south,Dip,Bronze,Month-to-month,2022-06-05,STANDARD,117.0,110.92,Mailed Check,Current,Low,Yes
22506,0,59.0,Male,South,Diploma,Bronze,One year,2024-05-10,Standard,49.0,85.49,Crypto,Current,Low,Yes
31760,0,69.0,Female,Central,Masters,Bronze,3-Year,2025-03-04,Basic,20.0,69.71,Mailed Check,Current,Low,No
3509,1,68.0,Male,South,PhD,Silver,1-year,2025-09-10,Basic Plan,2.0,50.82,PayPal,Current,Low,Yes
2124,0,75.0,Female,South,PhD,Diamond,One year,2024-04-05,Basic,52.0,164.89,Crypto,Current,Low,Yes
36366,0,58.0,Male,Central, Bachelors ,Gold,3-Year,2024-06-05,Basic,47.0,150.6,cash,Current,Very High,No
843,0,44.0,female,North,Masters,Bronze,Two year,2022-10-17,Premium,103.0,107.89,Bank Transfer,Current,Low,Yes
2445,0,28.0,Female,Central,Dip,Diamond,One year,2024-03-23,Ultra,53.0,51.64,,Current,Low,Yes
48361,0,45.0, Male,North,Diploma,Silver  ,36 months,2022-08-28,Basic,108.0,-105.165,Crypto,Current, Very High,No
30448,0,68.0,Female,West,High School,Platinum,Month-to-month,2025-06-26,Ultra,9.0,105.165,Mailed Check,Current,Low,Yes
15331,0,49.0,MALE,Central,Masters,Gold,Two year,2023-03-23,Premium,88.0,188.41,cash,Current,Very High,No
49046,0,200.0,Female,Central,Masters,Bronze,Month-to-month,2024-07-20,Premium,42.0,99.99,Credit Card,Current,Low,yes
37581,0,72.0,Male,West,High School,Diamond,Month-to-month,2022-11-17,STANDARD,101.0,85.14,PayPal,Current,Very High,Yes
45023,0,43.0,Male,Central,Dip,Silver,Month-to-month,2025-07-30,Basic,6.0,35.44,CreditCard,Current,Low,No
22479,0,32.0,Female,South,High School,Platinum,Two year,2023-02-12,Basic,92.0,44.51,,Current,Medium,Yes
26495,0,54.0,Female,North,Diploma,Bronze,Month-to-month,2022-07-18,STANDARD,112.0,150.27,Bank Transfer,90+,High,Yes
12704,1,35.0,Female,East,Bachelors,Gold,12 months,2024-05-30,Standard,47.0,80.34,Crypto,Current,Low,No
14924,0,33.0,Female,Central,Bachelors,Platinum,One year,2023-03-24,Basic,89.0,88.85,Credit Card,Current,Low,Yes
8970,0,49.0,Male,East,Bachelors,Bronze,Two year,2024-09-13,Basic,37.0,$31.59,cash,Current,Low,No
6939,0,74.0,male,Central,PhD,Silver,24 months,2023-12-09,Basic,63.0,20.37,Electronic Check,Current,Medium,Yes
13564,0,35.0,Male,West,Bachelors,Platinum,3-Year,2023-06-19,Basic,80.0,$180.25,Electronic Check,Current,Low,No
17412,1,48.0,Male,Central,PhD,Silver,Month-to-month,2025-07-10,STANDARD,8.0,105.165,cash,30+,High,No
32526,0,63.0,Female,East,DIPLOMA,Silver,Two year,2025-05-13,Std,14.0,105.165,Bank Transfer,Current,Low,Yes
3477,0,49.0,Male,Central,  Masters,Silver,Month to month,2023-11-15,Standard,66.0,170.33,Mailed Check,Current,High,Yes
10180,0,0.0,Male,North,Diploma,Gold,One year,2025-02-20,Basic,21.0,71.67,,Current,Very High,Yes
20925,0,79.0,Male,South,Diploma,Platinum,two year,2025-04-06,Standard,17.0,150.6,Mailed Check,Current,Low,No
24085,0,79.0,Female,North,Diploma,Silver,3-Year,2022-06-05,STANDARD,116.0,186.65,PayPal,60+,Medium,Yes
19411,0,51.0,male,West,High School,Bronze,One year,2024-02-26,STANDARD,56.0,159.55,eCheck,Current,Low,Yes
6609,0,48.0,F,East,PhD,Diamond,Two year,2024-08-09,Ultra,40.0,102.36,Electronic Check,Current,Medium,Yes
40026,0,55.0,Male,West,PhD,Bronze,One year,2025-09-15,Premium,2.0,0.0862,Credit Card,Current,Medium,no
