"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Basic pharmaceutical products and preparations (C21)","Euro Thousand","6552220.43"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Rubber and plastic products (C22)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Basic metals (C24)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Computer, electronic and optical products (C26)","Euro Thousand","115815.706"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Electrical equipment (C27)","Euro Thousand","84383.48"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Machinery and equipment n.e.c. (C28)","Euro Thousand","145715.998"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other transport equipment (C30)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Furniture (C31)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Other manufacturing (C32)","Euro Thousand","2542660.299"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Repair and installation of machinery and equipment (C33)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Construction (F)","Euro Thousand","9132.405"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","2640357.013"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","5917.644"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","2441086.517"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","193352.852"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Transportation and storage (H)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Accommodation and Food and Other Services (I, O to U)","Euro Thousand","800.151"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Information and communication (J)","Euro Thousand","49989.675"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Financial and insurance activities (K)","Euro Thousand","423377.021"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Real estate activities (L)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Professional, scientific and technical activities (M)","Euro Thousand","704952.941"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Administrative and support service activities (N)","Euro Thousand","21830.494"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Unknown","Euro Thousand","0"
"Value","2021","EU27 countries (from 2020)","Exports","Turnover Exported - Unknown","Total Trade in Goods","Euro Thousand","20944480.02"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Agriculture, forestry and fishing (A)","Euro Thousand","83552.02"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","3529921.372"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Mining and quarrying (B)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Industry (B - E)","Euro Thousand","51423520.572"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Manufacturing (C)","Euro Thousand","51150300.684"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Food products (C10)","Euro Thousand","6040096.843"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Beverages (C11)","Euro Thousand","303553.93"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Tobacco products (C12)","Euro Thousand","0"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Textiles (C13)","Euro Thousand","56731.973"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wearing apparel (C14)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Leather and related products (C15)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wood and wood products, except furniture (C16)","Euro Thousand","92753.657"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Paper and paper products (C17)","Euro Thousand","49853.104"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Chemicals and chemical products (C20)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Basic pharmaceutical products and preparations (C21)","Euro Thousand","25071449.426"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Rubber and plastic products (C22)","Euro Thousand","583229.094"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other non-metallic mineral products (C23)","Euro Thousand","29852.801"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Basic metals (C24)","Euro Thousand","449670.944"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","253851.374"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Computer, electronic and optical products (C26)","Euro Thousand","1663788.302"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Electrical equipment (C27)","Euro Thousand","161544.41"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Machinery and equipment n.e.c. (C28)","Euro Thousand","838267.849"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","367415.09"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other transport equipment (C30)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Furniture (C31)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Other manufacturing (C32)","Euro Thousand","5514962.316"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Repair and installation of machinery and equipment (C33)","Euro Thousand","34083.006"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Construction (F)","Euro Thousand","26561.83"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","6268563.083"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","45395.816"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","5636862.276"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","586304.991"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Transportation and storage (H)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Information and communication (J)","Euro Thousand","438665.803"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Financial and insurance activities (K)","Euro Thousand","839480.705"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Real estate activities (L)","Euro Thousand",""
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Professional, scientific and technical activities (M)","Euro Thousand","1085594.637"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Administrative and support service activities (N)","Euro Thousand","270852.491"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Unknown","Euro Thousand","0"
"Value","2021","EU27 countries (from 2020)","Exports","Total Trade of Exporting Enterprises","Total Trade in Goods","Euro Thousand","61222005.027"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Agriculture, forestry and fishing (A)","Euro Thousand","55393.09"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","1734908.012"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Mining and quarrying (B)","Euro Thousand",""
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Industry (B - E)","Euro Thousand","1088994.095"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Manufacturing (C)","Euro Thousand","826331.284"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Food products (C10)","Euro Thousand","144448.802"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Beverages (C11)","Euro Thousand","10380.241"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Tobacco products (C12)","Euro Thousand",""
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Textiles (C13)","Euro Thousand","13199.244"
"Value","2021","All countries excluding EU272020","Imports","0% Turnover Exported","Wearing apparel (C14)","Euro Thousand","3719.797"
